Table 1
Date ,Time,Tag ID,Species,Length,Capture Method ,Marked At,
5/22/18,8:57 AM,3D6.1D592D6042,MODU,241,Fyke ,U1.0,
5/11/18,10:48 AM,3D6.00184CB867,CAOL,126,Fyke ,U1.0,
7/11/18,1:07 PM,3D6.00184CB946,CAOL,127,Fyke ,U1.0,
7/10/18,10:15 AM,3D6.00184CB8E3,LEAU,65,Fyke ,U1.0,
6/8/18,3:28 PM,3D6.1D592D6081,LEAU,66,Fyke ,U1.0,
7/17/18,11:52 AM,3D6.00184CB8E4,LEAU,68,Fyke ,U1.0,
5/22/18,9:02 AM,3D6.1D592D6055,LEAU,71,Fyke ,U1.0,
5/25/18,10:11 AM,3D6.1D592D603B,LEAU,76,Fyke ,U1.0,
4/18/18,12:55 PM,3D6.00184CBA08,MICO,218,Fyke ,D1.0,
7/11/18,1:10 PM,3D6.00184CB940,CAOL,127,Fyke ,U1.0,
5/22/18,8:59 AM,3D6.1D592D6085,CAOL,129,Fyke ,U1.0,
7/10/18,10:10 AM,3D6.00184CB91E,LEME,65,Fyke ,U1.0,
4/19/18,1:35 PM,3D6.00184CBA50,HYET,161,Fyke ,D1.0,
7/17/18,11:53 AM,3D6.00184CB90D,LEAU,86,Fyke ,U1.0,
5/22/18,9:07 AM,3D6.1D592D6035,LEAU,92,Fyke ,U1.0,
5/23/18,9:45 AM,3D6.1D592D6053,LEAU,94,Fyke ,U1.0,
4/18/18,11:11 AM,3D6.00184CBA4E,LEAU,99,Fyke ,U1.0,
5/23/18,9:44 AM,3D6.1D592D6089,LEAU,99,Fyke ,U1.0,
7/14/17,11:01 AM,3D6.00184CE0A6,HYET,162,Fyke ,D1.0,
5/9/18,4:05 PM,3D6.00184CB888,CAOL,130,Fyke ,U1.0,
5/8/18,12:13 PM,3D6.00184CBA01,CAOL,131,Fyke ,U1.0,
5/22/18,9:02 AM,3D6.1D592D602D,LEAU,115,Fyke ,U1.0,
5/23/18,9:46 AM,3D6.1D592D6065,LEAU,120,Fyke ,U1.0,
5/25/18,10:10 AM,3D6.1D592D6062,LEAU,134,Fyke ,U1.0,
5/25/18,10:11 AM,3D6.1D592D604E,LEAU,136,Fyke ,U1.0,
5/25/18,10:20 AM,3D6.1D592D6052,LEME,66,Fyke ,U1.0,
6/8/18,3:29 PM,3D6.00184CB8D1,LEME,80,Fyke ,U1.0,
5/25/18,10:17 AM,3D6.1D592D604F,LEME,99,Fyke ,U1.0,
5/23/18,9:42 AM,3D6.1D592D6030,LEME,118,Fyke ,U1.0,
5/23/18,9:45 AM,3D6.1D592D603E,LEAU,143,Fyke ,U1.0,
5/9/18,4:55 PM,3D6.00184CB8A7,CAOL,127,Fyke ,D1.0,
6/7/18,2:28 PM,3D6.1D592D604C,LEAU,145,Fyke ,U1.0,
5/25/18,10:15 AM,3D6.1D592D6082,LEME,118,Fyke ,U1.0,
5/23/18,9:39 AM,3D6.1D592D6088,MICO,231,Fyke ,U1.0,
5/22/18,9:03 AM,3D6.1D592D6083,LEAU,146,Fyke ,U1.0,
5/23/18,9:42 AM,3D6.1D592D608B,CAOL,134,Fyke ,U1.0,
5/25/18,10:07 AM,3D6.1D592D605D,CAOL,136,Fyke ,U1.0,
5/23/18,9:41 AM,3D6.1D592D6087,CAOL,137,Fyke ,U1.0,
4/18/18,11:12 AM,3D6.00184CBA2F,LEME,119,Fyke ,U1.0,
7/10/18,10:14 AM,3D6.00184CB8D5,MODU,335,Fyke ,U1.0,
5/23/18,9:45 AM,3D6.1D592D6060,LEAU,159,Fyke ,U1.0,
5/9/18,4:55 PM,3D6.00184CB8AD,CAOL,130,Fyke ,D1.0,
5/11/18,11:56 AM,3D6.00184CB8A4,CAOL,130,Fyke ,D1.0,
5/8/18,12:13 PM,3D6.00184CBA22,CAOL,138,Fyke ,U1.0,
7/10/18,10:08 AM,3D6.00184CB908,CAOL,143,Fyke ,U1.0,
5/11/18,10:48 AM,3D6.00184CB890,CAOL,156,Fyke ,U1.0,
6/7/18,2:04 PM,3D6.1D592D6036,CAOL,136,Fyke ,D1.0,
7/10/18,10:57 AM,3D6.00184CB8DF,CAOL,85,Fyke ,U2.0,
6/7/18,2:04 PM,3D6.1D592D6071,CAOL,137,Fyke ,D1.0,
4/19/18,2:20 PM,3D6.00184CBA42,LEAU,179,Fyke ,U1.0,
4/19/18,2:22 PM,3D6.00184CBA47,LEAU,195,Fyke ,U1.0,
7/17/18,11:36 AM,3D6.00184CB8D7,LEME,60,Seine ,U1.0,
7/17/18,11:36 AM,3D6.00184CB905,LEME,73,Seine ,U1.0,
7/17/18,11:37 AM,3D6.00184CB8E1,LEME,70,Seine ,U1.0,
7/17/18,11:39 AM,3D6.00184CB8DC,LEAU,73,Seine ,U1.0,
7/17/18,11:39 AM,3D6.00184CB914,LEAU,73,Seine ,U1.0,
7/17/18,11:39 AM,3D6.00184CB8CB,LEAU,93,Seine ,U1.0,
7/17/18,11:40 AM,3D6.00184CB8D2,LEAU,75,Seine ,U1.0,
7/17/18,11:41 AM,3D6.00184CB8FB,LEAU,93,Seine ,U1.0,
7/17/18,11:41 AM,3D6.00184CB8D3,LEAU,73,Seine ,U1.0,
7/17/18,11:42 AM,3D6.00184CB909,LEAU,75,Seine ,U1.0,
7/17/18,11:42 AM,3D6.00184CB8EC,LEAU,100,Seine ,U1.0,
7/17/18,11:44 AM,3D6.00184CB927,LEAU,65,Seine ,U1.0,
7/17/18,11:45 AM,3D6.00184CB8DB,LEAU,70,Seine ,U1.0,
7/17/18,11:45 AM,3D6.00184CB90E,LEAU,66,Seine ,U1.0,
7/17/18,11:45 AM,3D6.00184CB8F5,LEAU,71,Seine ,U1.0,
7/17/18,11:49 AM,3D6.00184CB90B,LEAU,66,Seine ,U1.0,
7/17/18,11:49 AM,3D6.00184CB920,LEAU,85,Seine ,U1.0,
7/17/18,11:50 AM,3D6.00184CB90C,LEAU,66,Seine ,U1.0,
7/17/18,11:50 AM,3D6.00184CB907,LEAU,75,Seine ,U1.0,
5/8/18,1:08 PM,3D6.00184CB878,HYET,168,Fyke ,D1.0,
7/31/18,9:54 AM,3D6.00184CB921,LEME,64,Electro,U1.0,
7/31/18,9:54 AM,3D6.00184CB8F3,LEME,73,Electro,U1.0,
7/31/18,9:55 AM,3D6.00184CB906,LEME,93,Electro,U1.0,
7/31/18,9:56 AM,3D6.00184CB8E2,LEAU,93,Electro,U1.0,
7/31/18,9:57 AM,3D6.00184CB912,LEAU,120,Electro,U1.0,
7/31/18,9:57 AM,3D6.00184CB8CF,LEAU,123,Electro,U1.0,
7/31/18,9:59 AM,3D6.00184CB90F,LEAU,66,Electro,U1.0,
7/31/18,9:59 AM,3D6.00184CB8FF,LEAU,69,Electro,U1.0,
7/31/18,10:32 AM,3D6.00184CB926,LEAU,110,Electro,U1.0,
7/31/18,10:32 AM,3D6.00184CB8D9,LEAU,112,Electro,U1.0,
7/31/18,10:34 AM,3D6.00184CB925,LEME,64,Electro,U1.0,
7/31/18,10:52 AM,3D6.00184CB902,LEAU,191,Electro,U1.1,
7/31/18,10:52 AM,3D6.00184CB903,LEAU,112,Electro,U1.1,
7/31/18,10:53 AM,3D6.00184CB91F,LEAU,95,Electro,U1.1,
7/31/18,10:54 AM,3D6.00184CB91D,LEAU,78,Electro,U1.1,
7/31/18,10:56 AM,3D6.00184CB987,LEAU,65,Electro,U1.1,
7/31/18,10:56 AM,3D6.00184CB948,LEAU,69,Electro,U1.1,
7/31/18,10:57 AM,3D6.00184CB98A,LEAU,82,Electro,U1.1,
7/31/18,10:57 AM,3D6.00184CB92F,LEAU,63,Electro,U1.1,
7/31/18,10:59 AM,3D6.00184CB960,MICO,105,Electro,U1.1,
7/31/18,11:02 AM,3D6.00184CB980,LEME,70,Electro,U1.1,
7/31/18,11:02 AM,3D6.00184CB94F,LEME,68,Electro,U1.1,
7/31/18,11:02 AM,3D6.00184CB955,LEME,75,Electro,U1.1,
7/31/18,11:02 AM,3D6.00184CB981,LEME,110,Electro,U1.1,
7/31/18,11:03 AM,3D6.00184CB96D,LEME,69,Electro,U1.1,
7/31/18,11:03 AM,3D6.00184CB990,LEME,88,Electro,U1.1,
4/18/18,1:10 PM,3D6.00184CBA29,HYET,170,Fyke ,D1.0,
7/31/18,10:15 AM,3D6.00184CB8FC,LEAU,173,Electro,U1.1,
7/31/18,10:17 AM,3D6.00184CB8CE,LEAU,69,Electro,U1.1,
7/31/18,10:17 AM,3D6.00184CB8EA,LEAU,139,Electro,U1.1,
7/31/18,10:18 AM,3D6.00184CB8E7,LEAU,124,Electro,U1.1,
7/31/18,10:18 AM,3D6.00184CB8E8,LEAU,132,Electro,U1.1,
7/31/18,10:18 AM,3D6.00184CB911,LEAU,112,Electro,U1.1,
7/31/18,10:19 AM,3D6.00184CB8F8,LEAU,90,Electro,U1.1,
7/31/18,10:20 AM,3D6.00184CB915,LEAU,126,Electro,U1.1,
7/31/18,10:20 AM,3D6.00184CB8ED,LEAU,87,Electro,U1.1,
7/31/18,10:21 AM,3D6.00184CB8EE,LEAU,74,Electro,U1.1,
7/31/18,10:23 AM,3D6.00184CB8EF,LEAU,93,Electro,U1.1,
7/31/18,10:23 AM,3D6.00184CB8FE,LEAU,100,Electro,U1.1,
7/31/18,10:23 AM,3D6.00184CB917,LEAU,74,Electro,U1.1,
7/31/18,10:24 AM,3D6.00184CB8F4,LEAU,96,Electro,U1.1,
7/31/18,10:26 AM,3D6.00184CB929,LEAU,81,Electro,U1.1,
7/31/18,10:26 AM,3D6.00184CB92B,LEAU,73,Electro,U1.1,
7/31/18,10:27 AM,3D6.00184CB918,LEAU,71,Electro,U1.1,
7/31/18,10:27 AM,3D6.00184CB8EB,LEAU,74,Electro,U1.1,
7/31/18,10:28 AM,3D6.00184CB8E0,LEME,130,Electro,U1.1,
7/31/18,10:29 AM,3D6.00184CB919,LEME,90,Electro,U1.1,
7/31/18,10:29 AM,3D6.00184CB8D8,LEME,102,Electro,U1.1,
7/31/18,10:30 AM,3D6.00184CB8F9,LEME,83,Electro,U1.1,
7/31/18,10:30 AM,3D6.00184CB91C,LEME,71,Electro,U1.1,
7/31/18,11:40 AM,3D6.00184CB963,LEME,81,Electro,U1.3,
7/31/18,11:40 AM,3D6.00184CB944,LEME,66,Electro,U1.3,
7/31/18,11:40 AM,3D6.00184CB96A,LEME,74,Electro,U1.3,
7/31/18,11:41 AM,3D6.00184CB97F,LEME,71,Electro,U1.3,
7/31/18,11:41 AM,3D6.00184CB935,LEME,108,Electro,U1.3,
7/31/18,11:41 AM,3D6.00184CB939,LEME,73,Electro,U1.3,
7/31/18,11:43 AM,3D6.00184CB983,LEAU ,83,Electro,U1.3,
7/31/18,11:43 AM,3D6.00184CB95D,LEAU ,85,Electro,U1.3,
7/31/18,11:44 AM,3D6.00184CB986,LEAU ,118,Electro,U1.3,
7/31/18,11:44 AM,3D6.00184CB954,LEAU ,119,Electro,U1.3,
7/31/18,11:44 AM,3D6.00184CB991,LEAU ,104,Electro,U1.3,
7/31/18,11:46 AM,3D6.00184CB950,LEAU ,71,Electro,U1.3,
7/31/18,11:46 AM,3D6.00184CB982,LEAU ,76,Electro,U1.3,
7/31/18,11:51 AM,3D6.00184CB97A,MICO,110,Electro,U1.3,
7/31/18,11:52 AM,3D6.00184CB953,LEME,86,Electro,U1.3,
7/31/18,11:52 AM,3D6.00184CB976,LEME,65,Electro,U1.3,
7/31/18,11:52 AM,3D6.00184CB988,LEME,77,Electro,U1.3,
7/31/18,11:53 AM,3D6.00184CB98D,LEME,67,Electro,U1.3,
7/31/18,11:53 AM,3D6.00184CB93E,LEME,66,Electro,U1.3,
7/31/18,11:54 AM,3D6.00184CB96F,LEME,70,Electro,U1.3,
7/31/18,11:55 AM,3D6.00184CB966,LEME,67,Electro,U1.3,
7/31/18,11:55 AM,3D6.00184CB95F,LEME,62,Electro,U1.3,
7/31/18,11:55 AM,3D6.00184CB94A,LEME,65,Electro,U1.3,
7/31/18,11:56 AM,3D6.00184CB933,LEME,65,Electro,U1.3,
7/31/18,11:56 AM,3D6.00184CB958,LEME,81,Electro,U1.3,
11/13/17,10:51 AM,3D6.00184CE0FD,HYET,170,Fyke ,D1.0,
4/19/18,1:35 PM,3D6.00184CBA13,HYET,171,Fyke ,D1.0,
4/18/18,1:08 PM,3D6.00184CBA51,HYET,172,Fyke ,D1.0,
7/31/18,11:59 AM,3D6.00184CB943,LEAU ,90,Electro,U1.3,
7/31/18,11:59 AM,3D6.00184CB92E,LEAU ,112,Electro,U1.3,
7/31/18,11:59 AM,3D6.00184CB968,LEAU ,76,Electro,U1.3,
7/31/18,11:59 AM,3D6.00184CB949,LEAU ,73,Electro,U1.3,
7/31/18,11:59 AM,3D6.00184CB962,LEAU ,72,Electro,U1.3,
7/31/18,12:00 PM,3D6.00184CB932,LEAU ,95,Electro,U1.3,
7/31/18,12:00 PM,3D6.00184CB956,LEAU ,105,Electro,U1.3,
7/31/18,12:00 PM,3D6.00184CB971,LEAU ,72,Electro,U1.3,
7/31/18,12:00 PM,3D6.00184CB979,LEAU ,73,Electro,U1.3,
7/31/18,12:01 PM,3D6.00184CB93A,LEAU ,83,Electro,U1.3,
7/31/18,12:01 PM,3D6.00184CB931,LEAU ,74,Electro,U1.3,
7/31/18,12:01 PM,3D6.00184CB975,LEAU ,85,Electro,U1.3,
7/31/18,12:02 PM,3D6.00184CB970,LEAU ,74,Electro,U1.3,
7/31/18,12:02 PM,3D6.00184CB969,LEAU ,95,Electro,U1.3,
7/31/18,12:02 PM,3D6.00184CB934,LEAU ,76,Electro,U1.3,
7/31/18,12:03 PM,3D6.00184CB93D,LEAU ,77,Electro,U1.3,
7/31/18,12:03 PM,3D6.00184CB984,LEAU ,87,Electro,U1.3,
7/31/18,12:03 PM,3D6.00184CB961,LEAU ,70,Electro,U1.3,
7/31/18,12:04 PM,3D6.00184CB967,LEAU ,93,Electro,U1.3,
7/31/18,12:04 PM,3D6.00184CB978,LEME,70,Electro,U1.3,
7/31/18,12:04 PM,3D6.00184CB96B,LEME,83,Electro,U1.3,
7/31/18,12:05 PM,3D6.00184CB985,LEAU ,74,Electro,U1.3,
7/31/18,11:12 AM,3D6.00184CB98C,MODU,187,Electro,U1.2,
7/14/17,12:15 PM,3D6.00184CBB21,HYET,94,Fyke ,U1.0,
5/23/18,9:43 AM,3D6.1D592D6032,HYET,120,Fyke ,U1.0,
7/15/17,12:35 PM,3D6.00184CBB00,HYET,124,Fyke ,U1.0,
7/14/17,12:07 PM,3D6.00184CE0B7,HYET,126,Fyke ,U1.0,
7/31/18,11:16 AM,3D6.00184CB97B,LEAU,86,Electro,U1.2,
7/31/18,11:16 AM,3D6.00184CB945,LEAU,72,Electro,U1.2,
7/31/18,11:16 AM,3D6.00184CB972,LEAU,95,Electro,U1.2,
7/31/18,11:17 AM,3D6.00184CB93F,LEAU,80,Electro,U1.2,
7/31/18,11:17 AM,3D6.00184CB98B,LEAU,105,Electro,U1.2,
7/31/18,11:19 AM,3D6.00184CB93C,LEME,76,Electro,U1.2,
7/14/17,12:13 PM,3D6.00184CBAE9,HYET,150,Fyke ,U1.0,
5/25/18,10:05 AM,3D6.1D592D604B,HYET,156,Fyke ,U1.0,
5/22/18,9:53 AM,3D6.1D592D6086,LEAU,60,Fyke ,U2.0,
5/10/18,10:40 AM,3D6.00184CB8BB,MICO,266,Fyke ,D1.0,
5/22/18,9:54 AM,3D6.1D592D607B,LEAU,61,Fyke ,U2.0,
5/22/18,9:54 AM,3D6.1D592D6078,LEAU,70,Fyke ,U2.0,
5/22/18,9:49 AM,3D6.1D592D606F,LEAU,115,Fyke ,U2.0,
5/22/18,9:48 AM,3D6.1D592D6064,LEAU,122,Fyke ,U2.0,
5/22/18,9:49 AM,3D6.1D592D605F,LEAU,123,Fyke ,U2.0,
5/22/18,9:46 AM,3D6.1D592D6073,LEAU,125,Fyke ,U2.0,
5/22/18,9:48 AM,3D6.1D592D607D,LEAU,135,Fyke ,U2.0,
5/22/18,9:53 AM,3D6.1D592D6034,LEME,67,Fyke ,U2.0,
7/10/18,10:55 AM,3D6.00184CB8D6,LEAU,140,Fyke ,U2.0,
5/22/18,9:50 AM,3D6.1D592D6077,LEAU,156,Fyke ,U2.0,
9/24/17,2:26 PM,3D6.00184CBA19,HYET,184,Fyke ,U1.0,
5/23/18,10:20:36,3D6.1D592D6072,HYET,168,Fyke ,U1.2,
7/10/18,10:57 AM,3D6.00184CB924,CAOL,90,Fyke ,U2.0,
5/23/18,10:23 AM,3D6.1D592D6069,CAOL,96,Fyke ,U2.0,
5/25/18,11:07 AM,3D6.1D592D606E,LEME,93,Fyke ,U2.0,
5/25/18,11:07 AM,3D6.1D592D6075,LEME,110,Fyke ,U2.0,
5/22/18,9:45 AM,3D6.1D592D605B,LEAU,170,Fyke ,U2.0,
4/19/18,1:28 PM,3D6.00184CBA20,MICO,278,Fyke ,D1.0,
5/23/18,10:23 AM,3D6.1D592D6050,CAOL,112,Fyke ,U2.0,
7/10/18,10:58 AM,3D6.00184CB8E6,CAOL,125,Fyke ,U2.0,
5/10/18,10:27 AM,3D6.00184CB868,CAOL,146,Fyke ,D1.0,
7/10/18,10:57 AM,3D6.00184CB8DE,CAOL,140,Fyke ,U2.0,
7/10/18,10:57 AM,3D6.00184CB8DD,CAOL,150,Fyke ,U2.0,
5/23/18,10:19 AM,3D6.1D592D608D,HYET,128,Fyke ,U2.0,
7/10/18,10:59 AM,3D6.00184CB92D,HYET,135,Fyke ,U2.0,
7/10/18,10:59 AM,3D6.00184CB8DA,HYET,145,Fyke ,U2.0,
5/22/18,9:43 AM,3D6.1D592D606A,HYET,145,Fyke ,U2.0,
7/11/18,1:31 PM,3D6.00184CB964,HYET,146,Fyke ,U2.0,
7/10/18,11:00 AM,3D6.00184CB900,HYET,160,Fyke ,U2.0,
7/31/18,12:16 PM,3D6.00184CB973,LEME,139,Electro,U2.0,
7/31/18,12:16 PM,3D6.00184CB937,LEME,93,Electro,U2.0,
7/31/18,12:16 PM,3D6.00184CB97C,LEME,89,Electro,U2.0,
7/31/18,12:17 PM,3D6.00184CB974,LEME,127,Electro,U2.0,
7/31/18,12:17 PM,3D6.00184CB93B,LEME,92,Electro,U2.0,
7/31/18,12:17 PM,3D6.00184CB94D,LEME,74,Electro,U2.0,
7/31/18,12:18 PM,3D6.00184CB94E,LEME,72,Electro,U2.0,
7/31/18,12:18 PM,3D6.00184CB96C,LEME,87,Electro,U2.0,
7/31/18,12:18 PM,3D6.00184CB930,LEME,66,Electro,U2.0,
7/31/18,12:20 PM,3D6.00184CB94B,LEAU,103,Electro,U2.0,
7/31/18,12:21 PM,3D6.00184CB98F,LEAU,131,Electro,U2.0,
7/31/18,12:21 PM,3D6.00184CBA66,LEAU,113,Electro,U2.0,
7/31/18,12:22 PM,3D6.00184CBA68,LEAU,80,Electro,U2.0,
7/31/18,12:22 PM,3D6.00184CBAB0,LEAU,125,Electro,U2.0,
7/31/18,12:22 PM,3D6.00184CBA70,LEAU,78,Electro,U2.0,
7/31/18,12:22 PM,3D6.00184CBABC,LEAU,83,Electro,U2.0,
7/31/18,12:23 PM,3D6.00184CBA98,LEAU,87,Electro,U2.0,
7/31/18,12:23 PM,3D6.00184CBABB,LEAU,76,Electro,U2.0,
7/31/18,12:24 PM,3D6.00184CBAB6,LEAU,96,Electro,U2.0,
7/31/18,12:37 PM,3D6.00184CBAA2,LEME,62,Electro,U2.1,
7/31/18,12:38 PM,3D6.00184CBA8A,LEME,73,Electro,U2.1,
7/31/18,12:38 PM,3D6.00184CBA97,LEME,66,Electro,U2.1,
7/31/18,12:38 PM,3D6.00184CBA89,MICO,91,Electro,U2.1,
7/31/18,12:39 PM,3D6.00184CBA77,MICO,105,Electro,U2.1,
5/23/18,10:20 AM,3D6.1D592D6063,HYET,160,Fyke ,U2.0,
7/31/18,12:40 PM,3D6.00184CBAA7,LEAU,74,Electro,U2.1,
7/31/18,12:40 PM,3D6.00184CBA86,LEAU,67,Electro,U2.1,
7/31/18,12:41 PM,3D6.00184CBA92,LEAU,85,Electro,U2.1,
7/31/18,12:41 PM,3D6.00184CBA81,LEAU,76,Electro,U2.1,
7/31/18,12:41 PM,3D6.00184CBA5D,LEAU,97,Electro,U2.1,
7/31/18,12:43 PM,3D6.00184CBA7D,CAOL,104,Electro,U2.1,
7/31/18,12:43 PM,3D6.00184CBA78,CAOL,85,Electro,U2.1,
7/31/18,1:03 PM,3D6.00184CBA8C,MICO,88,Electro,U2.3,
7/31/18,1:05 PM,3D6.00184CBA62,LEAU,130,Electro,U2.3,
7/31/18,1:06 PM,3D6.00184CBA8E,LEAU,128,Electro,U2.3,
7/31/18,1:06 PM,3D6.00184CBA65,LEAU,100,Electro,U2.3,
7/31/18,1:06 PM,3D6.00184CBAAD,LEAU,98,Electro,U2.3,
7/31/18,1:07 PM,3D6.00184CBAA1,LEAU,82,Electro,U2.3,
7/31/18,1:07 PM,3D6.00184CBAAE,LEAU,69,Electro,U2.3,
7/31/18,1:07 PM,3D6.00184CBAB2,LEAU,75,Electro,U2.3,
7/31/18,1:07 PM,3D6.00184CBA6D,LEAU,70,Electro,U2.3,
7/31/18,1:07 PM,3D6.00184CBA6F,LEAU,76,Electro,U2.3,
7/31/18,1:08 PM,3D6.00184CBABD,LEAU,77,Electro,U2.3,
7/31/18,1:08 PM,3D6.00184CBA71,LEME ,68,Electro,U2.3,
7/31/18,12:47 PM,3D6.00184CBA87,MICO,205,Electro,U2.2,
7/10/18,11:00 AM,3D6.00184CB8D4,HYET,165,Fyke ,U2.0,
5/22/18,9:44 AM,3D6.1D592D605C,HYET,165,Fyke ,U2.0,
7/10/18,11:01 AM,3D6.00184CB923,HYET,205,Fyke ,U2.0,
7/31/18,12:53 PM,3D6.00184CBAA8,LEAU,93,Electro,U2.2,
7/31/18,12:54 PM,3D6.00184CBA5F,LEAU,107,Electro,U2.2,
7/31/18,12:54 PM,3D6.00184CBABA,LEAU,105,Electro,U2.2,
7/31/18,12:54 PM,3D6.00184CBA96,LEAU,111,Electro,U2.2,
7/31/18,12:55 PM,3D6.00184CBA6C,LEAU,130,Electro,U2.2,
7/31/18,12:55 PM,3D6.00184CBAAB,LEAU,158,Electro,U2.2,
7/31/18,1:14 PM,3D6.00184CBAB9,MODU,305,Electro,U3.0,
7/31/18,1:15 PM,3D6.00184CBA7C,MODU,271,Electro,U3.0,
7/31/18,1:16 PM,3D6.00184CBA74,LEME,98,Electro,U3.0,
7/31/18,1:16 PM,3D6.00184CBA67,LEME,82,Electro,U3.0,
7/31/18,1:16 PM,3D6.00184CBA9E,LEME,65,Electro,U3.0,
7/31/18,1:17 PM,3D6.00184CBA9C,LEME,88,Electro,U3.0,
7/31/18,1:17 PM,3D6.00184CBA6A,LEME,95,Electro,U3.0,
7/31/18,1:17 PM,3D6.00184CBAA5,LEME,87,Electro,U3.0,
7/31/18,1:18 PM,3D6.00184CBAA0,LEAU,138,Electro,U3.0,
7/31/18,1:19 PM,3D6.00184CBA7E,LEAU,170,Electro,U3.0,
7/31/18,1:19 PM,3D6.00184CBA5B,LEAU,111,Electro,U3.0,
7/31/18,1:19 PM,3D6.00184CBAB1,LEAU,138,Electro,U3.0,
7/31/18,1:19 PM,3D6.00184CBA82,LEAU,89,Electro,U3.0,
7/31/18,1:20 PM,3D6.00184CBA94,LEAU,86,Electro,U3.0,
7/31/18,1:20 PM,3D6.00184CBA5E,LEAU,104,Electro,U3.0,
